student_id,full_name,age,gender,grade_level,school_id,math_score,science_score,french_score,arabic_score,philosophy_score,attendance_pct,study_hours_per_day,internet_access,parent_education,scholarship,enrollment_date,average_score,status
STU0640,Meryem Tahiri,16.0,F,1ère Bac,SCH019,9.3,10.3,8.7,10.5,8.3,69.5,2.3,Oui,Aucun,Non,2023-09-08,9.42,Ajourné
STU0062,Ghita Tazi,18.0,F,2ème Bac,SCH094,9.5,10.4,9.3,9.2,7.2,55.2,2.4,Non,Primaire,Non,2023-09-20,9.12,Ajourné
STU0430,Fatima Berrada,15.0,F,3ème Collège,SCH116,13.1,10.1,14.1,10.5,14.7,78.8,2.4,Non,Primaire,Non,2023-09-02,12.5,Admis
STU0839,Mouad Mansouri,18.0,M,2ème Bac,SCH115,16.8,10.6,15.1,17.0,16.6,84.1,4.1,Non,Aucun,Non,2023-09-07,15.22,Admis
STU0811,Omar Benhaddou,17.0,M,1ère Bac,SCH041,12.5,13.1,10.6,13.1,10.6,74.5,4.5,Oui,Secondaire,Non,2023-09-03,11.98,Admis
STU0693,Lina Amrani,19.0,F,Tronc Commun,SCH102,7.1,10.4,9.1,7.9,9.4,60.4,3.0,Oui,Secondaire,Oui,2023-09-17,8.78,Ajourné
STU0727,Houda El Fassi,15.0,F,Tronc Commun,SCH021,2.8,6.6,4.8,5.7,2.2,75.4,1.6,Oui,Aucun,Oui,2023-09-02,4.42,Recalé
STU0833,Loubna Tahiri,17.0,F,2ème Bac,SCH102,11.4,13.8,12.0,14.3,13.8,83.3,3.5,Oui,Secondaire,Oui,2023-09-08,13.06,Admis
STU0764,Sara Benhaddou,18.0,F,2ème Bac,SCH028,9.7,10.7,10.0,9.0,8.0,66.0,2.3,Oui,Secondaire,Non,2023-09-03,9.48,Ajourné
STU0726,Omar Senhaji,18.0,M,2ème Bac,SCH077,7.7,8.0,8.1,9.9,8.5,64.0,0.9,Non,Supérieur,Oui,2023-09-15,8.44,Ajourné
STU0308,Omar Lahlou,17.0,M,2ème Bac,SCH068,14.5,14.8,12.9,17.7,15.0,81.3,5.5,Non,Primaire,Oui,2023-09-11,14.98,Admis
STU0876,Imane Belkadi,16.0,F,1ère Bac,SCH078,10.8,10.0,8.4,10.8,7.3,63.1,3.6,Oui,Primaire,Oui,2023-09-05,9.46,Ajourné
STU0135,Imane Belkadi,16.0,F,Tronc Commun,SCH073,17.5,12.3,13.8,10.5,16.6,74.9,5.3,Non,Primaire,Non,2023-09-15,14.14,Admis
STU0034,Rachid Amrani,17.0,M,2ème Bac,SCH003,15.6,15.6,10.4,15.2,16.3,87.0,5.9,Oui,Aucun,Oui,2023-09-09,14.62,Admis
STU0791,Soukaina Senhaji,14.0,F,3ème Collège,SCH072,14.6,16.9,11.1,10.6,12.2,80.3,4.4,Oui,Primaire,Oui,2023-09-19,13.08,Admis
STU0371,Ilyas Zouiten,14.0,M,3ème Collège,SCH002,10.8,16.2,12.2,13.0,17.5,74.1,5.6,Oui,Primaire,Oui,2023-09-12,13.94,Admis
STU0431,Bilal Belkadi,17.0,M,2ème Bac,SCH079,7.6,8.8,10.6,7.9,7.6,55.0,0.9,Oui,Supérieur,Non,2023-09-21,8.5,Ajourné
STU0641,Othmane El Ouali,16.0,M,Tronc Commun,SCH009,8.7,10.4,10.8,10.5,8.2,68.2,3.5,Non,Primaire,Oui,2023-09-08,9.72,Ajourné
STU0932,Imane Benjelloun,17.0,F,2ème Bac,SCH108,17.9,13.8,12.7,13.5,17.0,77.9,3.3,Oui,Primaire,Non,2023-09-15,14.98,Admis
STU0963,Hassan Alaoui,16.0,M,Tronc Commun,SCH046,11.1,10.8,13.9,18.0,17.8,80.2,4.6,Oui,Secondaire,Oui,2023-09-17,14.32,Admis
STU0508,Hajar El Fassi,16.0,F,Tronc Commun,SCH052,14.1,11.9,11.6,14.5,11.4,87.1,4.6,Oui,Supérieur,Non,2023-09-07,12.7,Admis
STU0319,Chaimae Bouazza,18.0,F,2ème Bac,SCH066,17.0,17.9,14.9,12.6,15.8,76.6,5.2,Oui,Primaire,Oui,2023-09-05,15.64,Admis
STU0292,Samira El Idrissi,16.0,F,Tronc Commun,SCH128,2.3,2.2,4.3,5.5,6.4,73.3,2.5,Oui,Primaire,Oui,2023-09-01,4.14,Recalé
STU0047,Omar Mansouri,18.0,M,2ème Bac,SCH022,15.9,11.1,12.2,11.8,10.3,79.2,2.1,Oui,Supérieur,Non,2023-09-13,12.26,Admis
STU0278,Khalid Benjelloun,15.0,M,Tronc Commun,SCH015,15.6,14.0,11.7,12.8,13.2,76.1,4.1,Oui,Supérieur,Non,2023-09-07,13.46,Admis
STU0894,Zineb Kettani,15.0,F,3ème Collège,SCH049,15.6,14.9,14.1,13.0,14.1,84.6,4.5,Oui,Aucun,Oui,2023-09-13,14.34,Admis
STU0960,Hajar Tahiri,18.0,F,2ème Bac,SCH021,12.9,15.6,10.0,10.5,14.6,74.8,2.8,Non,Primaire,Non,2023-09-13,12.72,Admis
STU0225,Hajar El Idrissi,16.0,F,1ère Bac,SCH133,12.3,14.5,10.1,13.0,17.5,76.9,3.2,Oui,Aucun,Oui,2023-09-14,13.48,Admis
STU0895,Sara Benjelloun,18.0,F,2ème Bac,SCH039,16.5,10.1,11.8,13.7,15.4,70.5,3.5,Non,Secondaire,Non,2023-09-21,13.5,Admis
STU0281,Omar Alaoui,17.0,M,2ème Bac,SCH112,16.5,12.6,10.3,15.8,13.9,79.5,3.4,Non,Secondaire,Non,2023-09-14,13.82,Admis
STU0620,Khalid Senhaji,17.0,M,2ème Bac,SCH018,16.9,14.1,10.9,15.3,16.5,82.5,4.6,Oui,Aucun,Oui,2023-09-10,14.74,Admis
STU0952,Khalid Zouiten,15.0,M,3ème Collège,SCH036,14.1,12.8,16.4,10.1,10.2,87.5,4.1,Non,Primaire,Oui,2023-09-03,12.72,Admis
STU0783,Omar Mansouri,16.0,M,1ère Bac,SCH013,7.3,9.9,10.6,10.7,7.4,65.5,3.1,Non,Primaire,Oui,2023-09-19,9.18,Ajourné
STU0324,Omar Amrani,17.0,M,1ère Bac,SCH001,14.0,10.3,14.6,11.7,17.9,74.9,4.7,Oui,Primaire,Non,2023-09-10,13.7,Admis
STU0067,Aisha Chraibi,16.0,F,1ère Bac,SCH027,11.0,10.1,8.7,10.7,10.6,86.6,2.6,Non,Supérieur,Oui,2023-09-20,10.22,Admis
STU0433,Samira Bouazza,17.0,F,2ème Bac,SCH068,16.4,10.6,14.1,15.3,10.7,76.7,4.4,Oui,Aucun,Oui,2023-09-10,13.42,Admis
STU0458,Karim Chraibi,15.0,M,3ème Collège,SCH036,9.0,9.6,10.1,9.5,7.0,70.1,3.4,Oui,Supérieur,Non,2023-09-10,9.04,Ajourné
STU0605,Hamza Chraibi,16.0,M,1ère Bac,SCH128,15.2,13.2,12.3,13.9,16.5,78.2,4.8,Non,Primaire,Oui,2023-09-18,14.22,Admis
STU0590,Nour Belkadi,16.0,F,Tronc Commun,SCH092,9.4,7.7,8.9,9.5,8.9,67.6,4.0,Non,Primaire,Oui,2023-09-17,8.88,Ajourné
STU0679,Amine El Fassi,18.0,M,2ème Bac,SCH110,15.6,11.1,17.5,10.0,12.2,78.1,4.9,Oui,Secondaire,Oui,2023-09-09,13.28,Admis
STU0295,Chaimae Chraibi,14.0,F,3ème Collège,SCH133,16.4,14.5,13.2,16.4,11.1,76.4,5.9,Oui,Primaire,Non,2023-09-18,14.32,Admis
STU0800,Adil Mansouri,14.0,M,3ème Collège,SCH107,7.3,9.2,9.0,8.6,7.5,62.7,0.5,Non,Aucun,Non,2023-09-02,8.32,Ajourné
STU0770,Tariq Bouazza,16.0,M,1ère Bac,SCH099,5.0,18.0,10.0,14.0,19.0,79.1,4.1,Non,Aucun,Oui,2023-09-06,13.2,Admis
STU0246,Aisha El Idrissi,16.0,F,1ère Bac,SCH045,10.0,10.9,7.8,10.0,8.2,71.7,2.4,Oui,Primaire,Oui,2023-09-18,9.38,Ajourné
STU0258,Rachid Tazi,17.0,M,2ème Bac,SCH074,17.1,15.5,10.7,16.2,13.5,69.7,4.5,Oui,Aucun,Non,2023-09-21,14.6,Admis
STU0162,Houda Belkadi,15.0,F,Tronc Commun,SCH014,12.7,16.4,14.9,14.4,15.2,73.3,4.0,Oui,Primaire,Oui,2023-09-14,14.72,Admis
STU0748,Lina Kettani,19.0,F,Tronc Commun,SCH018,13.0,11.6,10.9,10.5,13.0,75.9,3.9,Oui,Supérieur,Oui,2023-09-09,11.8,Admis
STU0624,Mouad Amrani,15.0,M,Tronc Commun,SCH001,10.8,11.3,12.8,16.1,10.4,78.5,2.3,Non,Aucun,Non,2023-09-11,12.28,Admis
STU0538,Lina Tahiri,16.0,F,Tronc Commun,SCH015,14.6,10.8,14.1,14.7,14.8,80.5,4.6,Oui,Primaire,Non,2023-09-18,13.8,Admis
STU0959,Aisha Berrada,17.0,F,2ème Bac,SCH047,10.3,15.1,17.0,16.3,17.2,79.7,4.2,Oui,Supérieur,Non,2023-09-13,15.18,Admis
STU0886,Nour Mansouri,14.0,F,3ème Collège,SCH124,13.7,15.7,13.9,16.0,13.1,82.9,4.1,Non,Aucun,Oui,2023-09-07,14.48,Admis
STU0665,Ghita Senhaji,17.0,F,2ème Bac,SCH049,7.8,10.7,9.4,9.1,10.7,64.4,3.1,Non,Aucun,Oui,2023-09-21,9.54,Ajourné
STU0553,Khalid Benjelloun,18.0,M,2ème Bac,SCH045,10.6,7.2,7.7,9.7,7.6,71.7,2.4,Non,Primaire,Oui,2023-09-10,8.56,Ajourné
STU0248,Hamza Belkadi,18.0,M,2ème Bac,SCH019,7.8,7.7,8.3,8.7,10.9,62.1,3.2,Non,Primaire,Oui,2023-09-20,8.68,Ajourné
STU0560,Hassan Berrada,17.0,M,2ème Bac,SCH006,14.3,10.3,15.6,16.4,11.7,76.6,3.5,Non,Secondaire,Oui,2023-09-18,13.66,Admis
STU0240,Youssef Kettani,17.0,M,2ème Bac,SCH093,12.3,17.5,17.9,14.1,13.5,77.0,4.7,Non,Supérieur,Non,2023-09-11,15.06,Admis
STU0221,Omar Amrani,17.0,M,2ème Bac,SCH073,7.8,7.5,10.4,9.9,7.8,59.5,3.1,Non,Supérieur,Oui,2023-09-21,8.68,Ajourné
STU0858,Khalid Tahiri,17.0,M,2ème Bac,SCH132,14.7,10.4,11.1,11.1,10.4,88.0,3.7,Oui,Aucun,Non,2023-09-18,11.54,Admis
STU0093,Khalid Tazi,18.0,M,2ème Bac,SCH069,7.1,9.9,7.8,10.3,10.0,63.6,2.9,Non,Supérieur,Non,2023-09-04,9.02,Ajourné
STU0115,Karim Bouazza,15.0,M,3ème Collège,SCH104,10.2,14.3,12.2,15.4,16.6,82.1,5.2,Oui,Aucun,Oui,2023-09-14,13.74,Admis
STU0555,Youssef Senhaji,16.0,M,1ère Bac,SCH010,10.3,15.7,13.2,15.0,16.6,67.3,4.1,Non,Aucun,Oui,2023-09-13,14.16,Admis
STU0077,Mouad Kettani,15.0,M,Tronc Commun,SCH061,16.6,17.0,13.4,15.9,14.7,79.5,5.4,Non,Supérieur,Oui,2023-09-17,15.52,Admis
STU0709,Hassan Tazi,17.0,M,1ère Bac,SCH068,9.3,7.9,7.3,10.3,10.5,69.0,2.4,Oui,Secondaire,Non,2023-09-05,9.06,Ajourné
STU0494,Imane Benjelloun,15.0,F,Tronc Commun,SCH115,12.9,15.7,13.3,11.4,12.8,84.1,5.0,Oui,Supérieur,Non,2023-09-17,13.22,Admis
STU0854,Nour Zouiten,16.0,F,Tronc Commun,SCH058,7.3,9.0,10.8,9.2,9.2,70.1,2.8,Non,Aucun,Oui,2023-09-03,9.1,Ajourné
STU0133,Zineb Berrada,14.0,F,3ème Collège,SCH069,11.0,16.4,17.3,11.6,16.4,80.3,4.1,Oui,Supérieur,Oui,2023-09-13,14.54,Admis
STU0763,Karim Lahlou,14.0,M,3ème Collège,SCH026,14.2,12.7,15.7,17.1,14.4,73.2,4.9,Oui,Aucun,Non,2023-09-08,14.82,Admis
STU0389,Samira Tahiri,17.0,F,2ème Bac,SCH072,16.2,16.5,14.9,16.0,16.6,79.4,4.4,Oui,Supérieur,Non,2023-09-02,16.04,Admis
STU0059,Mouad Belkadi,17.0,M,2ème Bac,SCH029,10.1,10.4,9.0,10.4,9.1,70.0,3.6,Oui,Primaire,Oui,2023-09-17,9.8,Ajourné
STU0290,Fatima El Fassi,16.0,F,Tronc Commun,SCH003,11.7,10.6,12.5,17.3,15.1,75.6,3.0,Oui,Aucun,Oui,2023-09-05,13.44,Admis
STU0247,Sara Tazi,17.0,F,1ère Bac,SCH121,15.0,17.2,16.6,16.1,16.3,58.5,6.2,Non,Supérieur,Non,2023-09-20,16.24,Admis
STU0390,Amine El Fassi,16.0,M,Tronc Commun,SCH024,10.7,14.4,17.6,14.8,14.8,82.5,4.8,Oui,Secondaire,Oui,2023-09-01,14.46,Admis
STU0903,Tariq Lahlou,18.0,M,2ème Bac,SCH128,10.4,16.5,16.6,15.2,13.3,82.3,4.4,Non,Supérieur,Oui,2023-09-21,14.4,Admis
STU0041,Youssef Bouazza,16.0,M,1ère Bac,SCH105,14.3,13.6,10.0,17.1,17.7,77.5,5.2,Oui,Aucun,Non,2023-09-21,14.54,Admis
STU0090,Samira Lahlou,18.0,F,2ème Bac,SCH083,14.3,15.1,15.1,14.6,14.3,79.4,5.0,Non,Supérieur,Oui,2023-01-09,14.68,Admis
STU0193,Houda Alaoui,17.0,F,1ère Bac,SCH036,15.1,14.2,10.4,15.1,14.8,78.4,5.4,Non,Aucun,Oui,2023-09-16,13.92,Admis
STU0453,Houda Chraibi,16.0,F,Tronc Commun,SCH116,15.8,15.9,12.1,11.3,11.8,73.5,5.2,Non,Aucun,Oui,2023-09-08,13.38,Admis
STU0069,Lina Zouiten,15.0,F,3ème Collège,SCH077,8.8,9.9,8.6,8.7,7.8,64.2,2.7,Non,Primaire,Non,2023-09-10,8.76,Ajourné
STU0684,Omar Cherif,15.0,M,3ème Collège,SCH025,17.8,10.7,10.5,13.8,15.0,88.2,3.5,Non,Secondaire,Oui,2023-09-05,13.56,Admis
STU0991,Rachid Cherif,15.0,M,Tronc Commun,SCH002,6.3,5.5,6.9,4.1,7.0,72.9,0.9,Oui,Aucun,Non,2023-09-13,5.96,Recalé
STU0414,Omar El Idrissi,17.0,M,2ème Bac,SCH070,14.1,10.5,14.8,15.7,14.6,71.1,4.3,Oui,Aucun,Oui,2023-09-14,13.94,Admis
STU0140,Hamza El Fassi,17.0,M,1ère Bac,SCH013,9.1,9.2,10.2,8.5,7.7,64.6,3.4,Oui,Aucun,Oui,2023-09-21,8.94,Ajourné
STU0416,Hajar Benjelloun,16.0,F,1ère Bac,SCH020,12.6,12.0,15.5,12.2,11.5,78.2,3.5,Oui,Aucun,Non,2023-09-18,12.76,Admis
STU0531,Loubna Kettani,17.0,F,1ère Bac,SCH060,8.8,9.4,10.3,10.7,10.7,73.1,2.6,Non,Supérieur,Non,2023-09-21,9.98,Ajourné
STU0119,Tariq Zouiten,16.0,M,1ère Bac,SCH117,8.6,9.0,8.3,8.0,8.3,62.4,3.8,Non,Aucun,Oui,2023-09-01,8.44,Ajourné
STU0447,Lina Benjelloun,15.0,F,3ème Collège,SCH013,9.2,8.2,9.8,10.4,8.5,58.6,2.5,Oui,Aucun,Oui,2023-09-14,9.22,Ajourné
STU0956,Khalid El Ouali,18.0,M,2ème Bac,SCH118,16.4,11.3,10.9,11.6,10.5,70.6,3.2,Oui,Aucun,Oui,2023-09-03,12.14,Admis
STU0818,Hamza Lahlou,14.0,M,3ème Collège,SCH008,12.2,17.0,13.1,12.5,14.8,72.9,5.0,Non,Primaire,Oui,2023-09-08,13.92,Admis
STU0351,Khalid Tahiri,16.0,M,Tronc Commun,SCH103,13.5,11.8,13.6,11.9,16.1,68.1,4.1,Non,Supérieur,Oui,2023-09-14,13.38,Admis
STU0755,Zineb Lahlou,15.0,F,3ème Collège,SCH118,7.6,9.3,10.1,8.9,10.0,70.6,1.5,Oui,Aucun,Oui,2023-09-16,9.18,Ajourné
STU0465,Aisha Mansouri,16.0,F,1ère Bac,SCH103,10.6,17.8,13.0,11.7,14.2,73.2,5.0,Non,Primaire,Non,2023-09-01,13.46,Admis
STU0685,Imane El Idrissi,17.0,F,1ère Bac,SCH007,7.7,9.8,9.6,9.1,8.4,73.0,1.9,Non,Secondaire,Non,2023-09-12,8.92,Ajourné
STU0386,Loubna Amrani,15.0,F,3ème Collège,SCH126,10.2,12.7,11.0,13.4,11.8,79.3,3.6,Oui,Supérieur,Non,2023-09-14,11.82,Admis
STU0970,Lina El Idrissi,14.0,F,3ème Collège,SCH044,17.7,11.5,13.4,17.3,15.3,79.5,4.7,Oui,Aucun,Oui,2023-09-15,15.04,Admis
STU0962,Zineb Berrada,15.0,F,3ème Collège,SCH086,16.7,16.3,16.0,14.1,10.6,73.6,4.8,Oui,Aucun,Oui,2023-09-21,14.74,Admis
STU0015,Omar Tazi,16.0,M,1ère Bac,SCH037,15.6,15.3,10.6,11.5,13.5,69.3,2.4,Oui,Primaire,Oui,2023-09-12,13.3,Admis
STU0376,Zineb Mansouri,17.0,F,1ère Bac,SCH003,13.3,14.0,10.6,10.6,11.3,82.2,3.3,Oui,Aucun,Oui,2023-09-08,11.96,Admis
STU0083,Khalid Amrani,15.0,M,Tronc Commun,SCH053,11.4,14.4,12.8,15.6,11.5,70.6,4.9,Oui,Aucun,Oui,2023-09-02,13.14,Admis
STU0594,Omar Benhaddou,14.0,M,3ème Collège,SCH079,11.3,15.8,17.5,13.1,11.6,69.6,5.3,Non,Primaire,Non,2023-09-08,13.86,Admis
STU0720,Adil Mansouri,17.0,M,2ème Bac,SCH100,12.0,11.8,15.3,16.6,13.1,83.9,3.5,Oui,Aucun,Non,2023-09-02,13.76,Admis
STU0801,Sara El Fassi,16.0,F,Tronc Commun,SCH023,14.4,18.0,15.4,15.3,10.4,83.5,5.4,Oui,Supérieur,Non,2023-09-06,14.7,Admis
STU0914,Amine Benhaddou,15.0,M,3ème Collège,SCH122,15.7,17.8,12.9,16.4,13.2,79.6,4.2,Non,Aucun,Oui,2023-09-07,15.2,Admis
STU0089,Tariq Tahiri,18.0,M,2ème Bac,SCH044,15.3,15.2,14.7,12.2,14.1,90.0,4.2,Non,Supérieur,Non,2023-09-08,14.3,Admis
STU0364,Chaimae Senhaji,16.0,F,1ère Bac,SCH063,10.4,10.5,7.6,8.2,10.8,67.1,2.4,Oui,Secondaire,Oui,2023-09-09,9.5,Ajourné
STU0274,Mehdi El Idrissi,17.0,M,1ère Bac,SCH017,12.2,11.6,10.1,15.5,13.9,77.0,4.0,Non,Primaire,Oui,2023-09-04,12.66,Admis
STU0599,Youssef Kettani,14.0,M,3ème Collège,SCH101,17.6,15.4,15.1,12.1,13.1,75.8,5.4,Non,Secondaire,Non,2023-09-06,14.66,Admis
STU0173,Ghita El Ouali,17.0,F,2ème Bac,SCH034,15.9,10.6,17.3,17.5,16.7,81.7,5.2,Oui,Aucun,Oui,2023-09-08,15.6,Admis
STU0874,Omar Chraibi,17.0,M,1ère Bac,SCH056,14.4,10.2,14.9,15.1,11.2,81.5,4.0,Oui,Aucun,Oui,2023-09-04,13.16,Admis
STU0104,Bilal Berrada,14.0,M,3ème Collège,SCH083,14.9,12.1,17.0,12.6,14.0,76.4,5.2,Non,Primaire,Oui,2023-09-15,14.12,Admis
STU0781,Hajar Mansouri,17.0,F,1ère Bac,SCH085,13.4,13.7,15.8,12.2,10.5,73.05,3.4,Non,Aucun,Oui,2023-09-16,13.12,Admis
STU0473,Fatima El Idrissi,15.0,F,3ème Collège,SCH114,12.0,16.9,11.0,11.5,10.6,69.8,3.7,Oui,Secondaire,Non,2023-09-08,12.4,Admis
STU0427,Aisha Kettani,15.0,F,3ème Collège,SCH031,12.8,15.8,17.2,15.6,14.6,74.8,5.6,Oui,Supérieur,Non,2023-09-05,15.2,Admis
STU0372,Omar Mansouri,18.0,M,2ème Bac,SCH105,16.1,15.9,10.5,11.7,14.5,70.5,4.7,Non,Supérieur,Non,2023-09-15,13.74,Admis
STU0046,Rachid Benhaddou,14.0,M,3ème Collège,SCH043,10.1,13.4,14.3,14.8,17.0,81.1,4.0,Non,Primaire,Oui,2023-09-15,13.92,Admis
STU0450,Youssef Cherif,15.0,M,Tronc Commun,SCH045,10.9,12.8,11.1,12.1,14.5,86.8,2.5,Oui,Secondaire,Oui,2023-09-13,12.28,Admis
STU0686,Tariq Belkadi,16.0,M,Tronc Commun,SCH053,10.4,13.0,10.1,15.3,17.7,59.9,4.4,Non,Secondaire,Oui,2023-09-13,13.3,Admis
STU0971,Chaimae Cherif,18.0,F,2ème Bac,SCH041,10.3,17.9,13.4,16.5,10.4,81.6,3.0,Non,Aucun,Oui,2023-09-01,13.7,Admis
STU0623,Chaimae El Fassi,18.0,F,2ème Bac,SCH028,10.8,9.5,10.5,9.3,10.0,73.8,2.7,Non,Secondaire,Oui,2023-09-07,10.02,Admis
STU0012,Ghita Benjelloun,16.0,F,1ère Bac,SCH030,15.6,16.9,13.9,16.1,10.4,72.5,5.1,Non,Primaire,Non,2023-09-05,14.58,Admis
STU0215,Samira Cherif,16.0,F,1ère Bac,SCH081,8.5,10.0,9.2,8.3,9.4,69.4,0.9,Oui,Supérieur,Non,2023-09-03,9.08,Ajourné
STU0345,Karim Cherif,17.0,M,2ème Bac,SCH129,8.1,7.6,8.1,7.2,10.5,69.9,2.4,Non,Secondaire,Non,2023-09-16,8.3,Ajourné
STU0787,Imane Belkadi,18.0,F,2ème Bac,SCH006,13.8,14.6,14.6,11.5,11.5,100.0,3.8,Oui,Aucun,Non,2023-09-01,13.2,Admis
STU0745,Mouad Berrada,14.0,M,2ème Bac,SCH038,9.6,8.8,8.7,8.1,7.2,63.0,1.3,Oui,Primaire,Oui,2023-09-21,8.48,Ajourné
STU0148,Fatima Amrani,15.0,F,Tronc Commun,SCH117,8.6,7.0,7.2,7.0,8.0,70.7,2.2,Non,Aucun,Non,2023-09-19,7.56,Ajourné
STU0300,Meryem Benjelloun,17.0,F,2ème Bac,SCH069,10.8,13.5,10.3,10.7,14.3,74.8,3.2,Oui,Supérieur,Non,2023-09-06,11.92,Admis
STU0284,Chaimae El Fassi,15.0,F,3ème Collège,SCH015,13.9,15.8,11.0,15.6,15.2,68.7,4.1,Oui,Aucun,Oui,2023-09-19,14.3,Admis
STU0881,Mouad Tahiri,14.0,M,3ème Collège,SCH131,13.8,13.9,14.5,12.9,10.4,79.7,4.1,Oui,Supérieur,Non,2023-09-10,13.1,Admis
STU0413,Lina Alaoui,17.0,F,2ème Bac,SCH116,11.4,17.0,12.7,13.5,17.6,86.4,4.0,Non,Secondaire,Oui,2023-09-02,14.44,Admis
STU0650,Ilyas Benali,16.0,M,1ère Bac,SCH097,13.5,17.2,15.8,10.2,16.7,82.5,4.7,Non,Primaire,Oui,2023-09-15,14.68,Admis
STU0823,Othmane Zouiten,15.0,M,2ème Bac,SCH064,13.2,13.4,15.2,12.1,12.4,81.1,3.6,Non,Aucun,Non,2023-09-06,13.26,Admis
STU0768,Amine Benjelloun,14.0,M,3ème Collège,SCH106,14.9,12.2,16.8,10.3,10.6,73.4,3.5,Non,Primaire,Oui,2023-09-07,12.96,Admis
STU0901,Ilyas Belkadi,16.0,M,Tronc Commun,SCH036,7.1,8.0,7.5,10.9,8.9,77.0,3.1,Non,Supérieur,Oui,2023-09-05,8.48,Ajourné
STU0436,Houda Lahlou,17.0,F,1ère Bac,SCH041,15.1,14.7,15.5,17.0,11.4,92.4,5.5,Oui,Primaire,Oui,2023-09-18,14.74,Admis
STU0762,Lina Mansouri,15.0,F,3ème Collège,SCH038,10.4,17.3,13.4,11.9,11.0,70.1,2.6,Oui,Secondaire,Oui,2023-09-06,12.8,Admis
STU0174,Omar Tazi,16.0,M,Tronc Commun,SCH058,8.0,12.0,18.0,18.0,15.0,73.25,5.0,Oui,Primaire,Oui,2023-09-11,14.2,Admis
STU0689,Bilal Alaoui,15.0,M,Tronc Commun,SCH021,13.0,11.7,15.4,14.5,11.0,82.5,5.2,Oui,Aucun,Oui,2023-09-10,13.12,Admis
STU0227,Zineb Amrani,17.0,F,1ère Bac,SCH049,14.0,15.1,12.5,15.3,12.0,64.4,4.7,Non,Aucun,Oui,2023-09-18,13.78,Admis
STU0306,Soukaina Berrada,15.0,F,3ème Collège,SCH135,16.9,15.9,16.3,12.6,12.9,90.8,3.9,Oui,Supérieur,Non,2023-09-20,14.92,Admis
STU0032,Zineb Cherif,16.0,F,1ère Bac,SCH014,7.6,9.9,10.1,10.9,7.9,72.2,3.1,Oui,Primaire,Non,2023-09-13,9.28,Ajourné
STU0536,Mouad Mansouri,16.0,M,Tronc Commun,SCH069,15.3,11.1,13.6,17.2,17.9,79.3,4.0,Non,Secondaire,Oui,2023-09-13,15.02,Admis
STU0864,Aisha Tahiri,15.0,F,3ème Collège,SCH003,11.3,15.7,16.4,17.1,15.5,64.4,4.5,Oui,Aucun,Oui,2023-09-12,15.2,Admis
STU0614,Zineb Belkadi,16.0,F,Tronc Commun,SCH086,10.6,17.3,16.6,12.6,17.6,85.1,5.0,Non,Primaire,Oui,2023-09-11,14.94,Admis
STU0286,Hassan Berrada,14.0,M,3ème Collège,SCH045,9.9,11.0,7.0,8.6,10.0,65.1,2.0,Non,Aucun,Non,2023-09-15,9.3,Ajourné
STU0503,Fatima Zouiten,19.0,F,Tronc Commun,SCH023,15.1,11.4,16.9,17.2,11.1,83.2,3.6,Non,Aucun,Oui,2023-09-07,14.34,Admis
STU0989,Karim Kettani,14.0,M,3ème Collège,SCH049,10.2,11.9,17.3,18.0,13.1,71.0,4.8,Non,Supérieur,Oui,2023-09-03,14.1,Admis
STU0947,Aisha Benali,14.0,F,3ème Collège,SCH136,14.7,17.8,13.4,16.6,14.4,80.0,6.4,Oui,Aucun,Non,2023-09-05,15.38,Admis
STU0636,Samira El Ouali,18.0,F,2ème Bac,SCH123,17.5,11.4,12.6,16.8,10.6,73.0,5.3,Oui,Aucun,Oui,2023-09-14,13.78,Admis
STU0117,Mouad Tahiri,14.0,M,3ème Collège,SCH072,14.6,16.8,14.7,12.0,10.0,78.6,4.8,Non,Secondaire,Oui,2023-09-04,13.62,Admis
STU0999,Imane Benhaddou,16.0,F,Tronc Commun,SCH129,13.1,13.9,13.0,14.6,15.4,74.1,5.1,Non,Secondaire,Oui,2023-09-03,14.0,Admis
STU0645,Tariq Zouiten,15.0,M,Tronc Commun,SCH067,15.1,12.0,14.8,10.5,15.1,80.8,4.7,Non,Aucun,Non,2023-09-12,13.5,Admis
STU0362,Soukaina Zouiten,14.0,F,3ème Collège,SCH075,13.7,17.0,15.6,10.8,13.3,68.3,4.8,Non,Primaire,Non,2023-09-06,14.08,Admis
STU0096,Hassan Bouazza,17.0,M,1ère Bac,SCH035,9.6,7.4,8.7,9.9,10.7,67.6,3.3,Oui,Supérieur,Non,2023-09-05,9.26,Ajourné
STU0262,Soukaina El Ouali,15.0,F,Tronc Commun,SCH103,7.1,8.6,9.1,8.4,8.7,66.9,1.2,Non,Secondaire,Oui,2023-09-12,8.38,Ajourné
STU0737,Karim El Fassi,17.0,M,2ème Bac,SCH055,7.9,10.2,7.2,9.7,8.4,70.9,2.6,Non,Supérieur,Non,2023-09-18,8.68,Ajourné
STU0522,Imane Benjelloun,17.0,F,2ème Bac,SCH007,14.4,13.6,15.5,18.0,13.9,93.9,4.7,Oui,Secondaire,Non,2023-09-09,15.08,Admis
STU0593,Adil Lahlou,16.0,M,1ère Bac,SCH097,17.5,14.1,13.0,12.6,13.3,65.4,4.5,Non,Aucun,Non,2023-09-06,14.1,Admis
