student_id,full_name,age,gender,grade_level,school_id,math_score,science_score,french_score,arabic_score,philosophy_score,attendance_pct,study_hours_per_day,internet_access,parent_education,scholarship,enrollment_date,average_score,status,school_name,school_type,milieu,province,region,capacity,num_teachers,infrastructure_score,digital_equipment,year_founded,taux_reussite_national_pct,taux_pauvrete_pct,taux_alphabetisation_pct,couverture_internet_pct,depense_par_eleve_mad,taux_abandon_scolaire_pct,ratio_eleves_par_enseignant,nb_etablissements,risk_score,risk_level
STU0422,Bilal Mansouri,17.0,M,2ème Bac,SCH043,12.7,16.4,11.3,13.5,11.4,98.5,5.1,Oui,Secondaire,Oui,2023-09-01,13.06,Admis,Collège Atlas,Public,Urbain,Meknès,Fès-Meknès,1130,26,8.7,Oui,1986,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.23,Risque faible
STU0449,Lina Senhaji,17.0,F,1ère Bac,SCH067,7.4,7.0,7.9,9.6,8.4,69.4,1.9,Oui,Supérieur,Non,2023-09-18,8.06,Ajourné,Lycée Al Massira,Public,Rural,Essaouira,Marrakech-Safi,738,23,8.6,Oui,1978,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.54,Risque modéré
STU0285,Othmane El Idrissi,18.0,M,2ème Bac,SCH080,17.4,14.7,10.2,15.7,16.4,78.4,3.8,Oui,Secondaire,Oui,2023-09-17,14.88,Admis,Lycée Hassan II,Public,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1037,41,6.2,Oui,2005,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.28,Risque faible
STU0228,Bilal Tahiri,18.0,M,2ème Bac,SCH101,16.9,16.9,16.0,13.1,12.7,75.4,5.2,Oui,Secondaire,Oui,2023-09-18,15.12,Admis,Lycée Ibn Battuta,Privé,Rural,Béni Mellal,Béni Mellal-Khénifra,390,35,4.6,Oui,2000,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.25,Risque faible
STU0354,Samira Bouazza,15.0,F,Tronc Commun,SCH073,8.0,10.0,9.7,9.8,8.7,74.9,3.7,Oui,Primaire,Oui,2023-09-04,9.24,Ajourné,École Secondaire Moulay Youssef,Public,Urbain,Tanger,Tanger-Tétouan-Al Hoceïma,993,39,5.6,Partiel,1987,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.44,Risque modéré
STU0010,Hassan Kettani,18.0,M,2ème Bac,SCH062,9.9,7.1,10.0,7.5,10.4,71.5,1.5,Oui,Aucun,Oui,2023-09-17,8.98,Ajourné,Collège Ibn Khaldoun,Privé,Urbain,Safi,Marrakech-Safi,536,39,7.5,Partiel,1988,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.52,Risque modéré
STU0702,Fatima Senhaji,15.0,F,Tronc Commun,SCH095,13.4,11.6,13.7,11.8,15.8,74.2,5.7,Oui,Secondaire,Non,2023-09-17,13.26,Admis,Collège Atlas,Public,Urbain,Taroudant,Souss-Massa,614,53,7.9,Partiel,1993,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.28,Risque faible
STU0031,Zineb Senhaji,17.0,F,2ème Bac,SCH116,16.0,10.9,12.3,14.8,13.4,70.3,4.5,Non,Supérieur,Non,2023-09-17,13.48,Admis,Collège Oued Ziz,Public,Rural,Fquih Ben Salah,Béni Mellal-Khénifra,606,16,3.3,Oui,1993,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.32,Risque faible
STU0816,Omar Benjelloun,17.0,M,1ère Bac,SCH035,18.0,9.0,9.0,10.0,14.0,73.0,4.5,Oui,Secondaire,Oui,2023-09-16,12.0,Admis,Lycée Al Amal,Public,Rural,Fès,Fès-Meknès,550,38,4.9,Non,2009,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.35,Risque faible
STU0335,Hamza Kettani,17.0,M,2ème Bac,SCH108,16.0,12.2,17.2,17.4,14.6,81.1,6.1,Oui,Aucun,Oui,2023-09-17,15.48,Admis,Collège Ibn Battuta,Privé,Rural,Khénifra,Béni Mellal-Khénifra,851,45,5.2,Partiel,2009,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.2,Risque faible
STU0809,Lina Tahiri,14.0,F,3ème Collège,SCH015,10.8,10.5,10.9,17.4,16.7,72.5,4.9,Oui,Secondaire,Oui,2023-09-01,13.26,Admis,Collège Ibn Battuta,Privé,Rural,Berrechid,Casablanca-Settat,303,31,9.3,Oui,2007,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.31,Risque faible
STU0994,Hassan El Fassi,18.0,M,2ème Bac,SCH089,17.2,14.2,17.6,12.7,16.4,76.2,4.9,Non,Primaire,Non,2023-09-13,15.62,Admis,Collège Atlas,Public,Urbain,Agadir,Souss-Massa,876,34,3.6,Oui,1982,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.24,Risque faible
STU0518,Hassan Bouazza,14.0,M,3ème Collège,SCH083,14.0,17.5,12.5,14.2,16.9,68.3,5.7,Non,Supérieur,Non,2023-09-03,15.02,Admis,Collège Al Farabi,Privé,Rural,Larache,Tanger-Tétouan-Al Hoceïma,1038,27,5.1,Partiel,2009,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.26,Risque faible
STU0198,Sara Senhaji,14.0,F,3ème Collège,SCH136,10.4,10.0,10.4,10.8,8.5,70.4,3.1,Oui,Aucun,Oui,2023-09-11,10.02,Admis,Lycée Ibn Sina,Public,Rural,Taourirt,Oriental,1105,36,4.6,Oui,2011,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.45,Risque modéré
STU0817,Samira Tazi,16.0,F,Tronc Commun,SCH135,16.6,10.3,17.1,11.7,10.5,82.2,5.0,Non,Supérieur,Oui,2023-09-06,13.24,Admis,Lycée Averroès,Privé,Rural,Taourirt,Oriental,582,27,9.3,Non,1980,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.28,Risque faible
STU0393,Hamza Berrada,18.0,M,2ème Bac,SCH134,10.3,7.8,8.7,7.7,10.2,69.8,3.4,Non,Primaire,Non,2023-09-20,8.94,Ajourné,Collège Ibn Battuta,Privé,Rural,Taourirt,Oriental,755,30,8.6,Oui,1998,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.47,Risque modéré
STU0652,Rachid Tahiri,16.0,M,1ère Bac,SCH020,8.6,10.8,8.2,9.5,10.8,64.2,1.9,Oui,Aucun,Oui,2023-09-17,9.58,Ajourné,Institut Al Farabi,Privé,Rural,Salé,Rabat-Salé-Kénitra,553,29,3.4,Oui,2012,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.51,Risque modéré
STU0815,Khalid Bouazza,16.0,M,Tronc Commun,SCH104,12.6,11.0,14.8,18.0,15.5,86.7,5.1,Non,Supérieur,Non,2023-09-16,14.38,Admis,Collège Oued Ziz,Public,Urbain,Béni Mellal,Béni Mellal-Khénifra,462,34,6.6,Partiel,2001,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.23,Risque faible
STU0551,Fatima Cherif,15.0,F,Tronc Commun,SCH127,17.2,13.6,16.6,17.8,11.1,85.2,4.9,Non,Aucun,Non,2023-09-20,15.26,Admis,Lycée Ibn Khaldoun,Public,Rural,Berkane,Oriental,1072,29,8.6,Partiel,2000,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.22,Risque faible
STU0511,Loubna Benjelloun,17.0,F,1ère Bac,SCH005,13.1,17.5,17.9,15.2,13.3,73.4,5.0,Non,Secondaire,Oui,2023-09-21,15.4,Admis,École Secondaire Atlas,Privé,Rural,Mohammedia,Casablanca-Settat,344,44,6.5,Non,1980,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.25,Risque faible
STU0123,Hassan Lahlou,16.0,M,Tronc Commun,SCH024,10.1,12.5,12.3,16.4,14.4,76.1,4.1,Non,Primaire,Non,2023-09-17,13.14,Admis,Lycée Al Massira,Privé,Rural,Kénitra,Rabat-Salé-Kénitra,969,56,3.6,Non,1996,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.33,Risque faible
STU0379,Nour Mansouri,16.0,F,1ère Bac,SCH097,17.2,14.1,17.7,15.7,13.2,77.0,6.2,Oui,Aucun,Non,2023-09-13,15.58,Admis,Lycée Moulay Youssef,Privé,Rural,Taroudant,Souss-Massa,340,42,7.8,Partiel,1991,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.2,Risque faible
STU0039,Youssef Belkadi,17.0,M,2ème Bac,SCH130,10.7,10.3,13.1,14.7,14.2,75.5,2.8,Non,Secondaire,Oui,2023-09-02,12.6,Admis,Institut Al Amal,Public,Urbain,Berkane,Oriental,1017,34,7.2,Oui,1983,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.38,Risque faible
STU0583,Hassan Bouazza,15.0,M,3ème Collège,SCH083,12.6,11.2,13.1,10.4,18.0,77.6,2.6,Oui,Supérieur,Non,2023-09-17,13.06,Admis,Collège Al Farabi,Privé,Rural,Larache,Tanger-Tétouan-Al Hoceïma,1038,27,5.1,Partiel,2009,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.37,Risque faible
STU0982,Nour Tazi,17.0,F,2ème Bac,SCH010,17.6,17.9,12.7,13.6,11.1,64.8,3.0,Non,Secondaire,Oui,2023-09-06,14.58,Admis,École Secondaire Averroès,Public,Urbain,Settat,Casablanca-Settat,574,19,4.4,Partiel,1995,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.36,Risque faible
STU0163,Samira Mansouri,16.0,F,Tronc Commun,SCH102,17.6,17.7,14.3,15.4,15.4,72.1,6.0,Non,Aucun,Oui,2023-09-15,16.08,Admis,Institut Ibn Sina,Public,Rural,Béni Mellal,Béni Mellal-Khénifra,492,48,5.4,Non,2015,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.21,Risque faible
STU0068,Hajar Cherif,14.0,F,3ème Collège,SCH064,14.6,10.0,11.2,15.4,13.2,77.8,3.3,Non,Aucun,Oui,2023-09-17,12.88,Admis,Institut Ibn Sina,Public,Rural,El Kelaa,Marrakech-Safi,660,34,7.9,Non,2009,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.35,Risque faible
STU0125,Omar Benjelloun,18.0,M,2ème Bac,SCH092,15.1,17.6,14.4,13.0,11.1,83.2,4.6,Non,Primaire,Non,2023-09-15,14.24,Admis,Lycée Ibn Khaldoun,Public,Rural,Tiznit,Souss-Massa,302,41,5.9,Partiel,2005,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.26,Risque faible
STU0005,Hajar Lahlou,18.0,F,2ème Bac,SCH077,7.8,8.3,9.9,8.2,10.0,80.55,2.4,Oui,Secondaire,Non,2023-09-10,8.84,Ajourné,Institut Averroès,Privé,Rural,Tétouan,Tanger-Tétouan-Al Hoceïma,1145,52,4.7,Oui,1980,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.47,Risque modéré
STU0703,Rachid Bouazza,16.0,M,Tronc Commun,SCH048,13.6,15.1,14.3,17.5,11.3,75.1,3.8,Non,Aucun,Oui,2023-09-17,14.36,Admis,Institut Al Kindi,Public,Rural,Ifrane,Fès-Meknès,1046,35,5.8,Partiel,1982,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.31,Risque faible
STU0717,Loubna El Idrissi,18.0,F,2ème Bac,SCH106,8.2,7.6,10.3,9.2,10.2,79.9,3.2,Non,Secondaire,Oui,2023-09-09,9.1,Ajourné,Institut Ibn Battuta,Privé,Rural,Béni Mellal,Béni Mellal-Khénifra,549,44,6.6,Non,1987,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.44,Risque modéré
STU0786,Zineb El Idrissi,18.0,F,Tronc Commun,SCH096,12.3,16.9,16.1,11.3,17.6,83.9,4.6,Oui,Primaire,Non,2023-09-17,14.84,Admis,Institut Oued Ziz,Privé,Urbain,Taroudant,Souss-Massa,611,59,5.6,Non,2007,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.25,Risque faible
STU0428,Tariq Amrani,15.0,M,Tronc Commun,SCH092,12.6,13.6,16.7,14.0,17.0,89.1,4.5,Oui,Primaire,Non,2023-09-11,14.78,Admis,Lycée Ibn Khaldoun,Public,Rural,Tiznit,Souss-Massa,302,41,5.9,Partiel,2005,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.23,Risque faible
STU0862,Houda Benhaddou,17.0,F,2ème Bac,SCH034,15.4,14.1,13.5,15.5,17.3,93.9,5.0,Oui,Primaire,Oui,2023-09-17,15.16,Admis,Institut Moulay Youssef,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,876,21,3.5,Oui,2007,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.2,Risque faible
STU0572,Othmane El Idrissi,17.0,M,2ème Bac,SCH038,16.0,13.9,12.4,15.6,17.9,85.0,5.4,Oui,Supérieur,Non,2023-09-18,15.16,Admis,École Secondaire Al Amal,Privé,Rural,Fès,Fès-Meknès,1166,18,3.6,Non,1992,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.21,Risque faible
STU0507,Hajar Mansouri,15.0,F,Tronc Commun,SCH108,16.3,15.3,12.1,15.2,11.7,68.9,3.6,Oui,Secondaire,Oui,2023-09-17,14.12,Admis,Collège Ibn Battuta,Privé,Rural,Khénifra,Béni Mellal-Khénifra,851,45,5.2,Partiel,2009,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.34,Risque faible
STU0941,Ghita Chraibi,15.0,F,3ème Collège,SCH019,16.3,11.1,11.6,12.2,12.8,67.6,4.6,Non,Supérieur,Oui,2023-09-02,12.8,Admis,Collège Al Amal,Privé,Rural,Salé,Rabat-Salé-Kénitra,852,59,4.3,Non,2000,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.35,Risque faible
STU0400,Houda Belkadi,18.0,F,Tronc Commun,SCH035,10.6,8.2,7.7,8.7,10.4,75.4,3.7,Oui,Primaire,Oui,2023-09-18,9.12,Ajourné,Lycée Al Amal,Public,Rural,Fès,Fès-Meknès,550,38,4.9,Non,2009,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.44,Risque modéré
STU0935,Loubna Tazi,16.0,F,1ère Bac,SCH067,10.7,10.2,10.5,11.2,15.4,74.0,2.3,Non,Primaire,Oui,2023-09-07,11.6,Admis,Lycée Al Massira,Public,Rural,Essaouira,Marrakech-Safi,738,23,8.6,Oui,1978,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.42,Risque modéré
STU0353,Lina Berrada,17.0,F,1ère Bac,SCH120,7.1,10.5,8.5,7.6,8.6,63.2,2.5,Non,Aucun,Oui,2023-09-17,8.46,Ajourné,Institut Al Kindi,Public,Urbain,Oujda,Oriental,901,34,7.2,Non,1991,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.53,Risque modéré
STU0869,Omar Bouazza,15.0,M,3ème Collège,SCH109,7.3,11.0,10.6,7.7,7.2,62.6,2.2,Oui,Primaire,Oui,2023-09-16,8.76,Ajourné,École Secondaire Al Wifaq,Privé,Rural,Khénifra,Béni Mellal-Khénifra,493,59,4.6,Non,1989,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.53,Risque modéré
STU0683,Sara El Fassi,18.0,F,2ème Bac,SCH052,14.0,12.5,12.7,15.1,13.9,78.4,4.8,Oui,Aucun,Oui,2023-09-21,13.64,Admis,Institut Al Massira,Public,Rural,Taza,Fès-Meknès,1066,26,7.0,Non,2000,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.29,Risque faible
STU0261,Omar El Ouali,18.0,M,2ème Bac,SCH109,16.0,9.0,12.0,7.0,15.0,70.9,2.6,Non,Supérieur,Oui,2023-09-17,11.8,Admis,École Secondaire Al Wifaq,Privé,Rural,Khénifra,Béni Mellal-Khénifra,493,59,4.6,Non,1989,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.42,Risque modéré
STU0334,Bilal Lahlou,17.0,M,2ème Bac,SCH010,10.5,15.6,12.2,14.8,13.3,88.1,5.4,Oui,Primaire,Non,2023-09-17,13.28,Admis,École Secondaire Averroès,Public,Urbain,Settat,Casablanca-Settat,574,19,4.4,Partiel,1995,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.25,Risque faible
STU0154,Bilal Tazi,17.0,M,1ère Bac,SCH041,7.8,8.5,10.2,8.7,8.6,74.5,1.1,Oui,Primaire,Non,2023-09-13,8.76,Ajourné,Collège Ibn Sina,Public,Rural,Meknès,Fès-Meknès,615,38,8.8,Oui,1997,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.53,Risque modéré
STU0397,Rachid Zouiten,16.0,M,1ère Bac,SCH022,7.1,8.8,10.9,10.0,9.7,74.1,2.4,Oui,Secondaire,Oui,2023-09-21,9.3,Ajourné,Collège Mohammed V,Privé,Urbain,Salé,Rabat-Salé-Kénitra,985,46,4.4,Oui,2011,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.48,Risque modéré
STU0502,Mehdi Amrani,17.0,M,1ère Bac,SCH016,7.7,9.9,10.0,10.6,8.8,67.6,3.0,Oui,Primaire,Oui,2023-09-17,9.4,Ajourné,Collège Al Kindi,Privé,Urbain,Rabat,Rabat-Salé-Kénitra,1080,25,6.5,Partiel,1975,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.48,Risque modéré
STU0374,Tariq Alaoui,16.0,M,Tronc Commun,SCH060,9.3,10.5,8.6,7.3,10.0,73.1,2.0,Oui,Secondaire,Non,2023-09-17,9.14,Ajourné,Institut Mohammed V,Public,Rural,Safi,Marrakech-Safi,1069,30,8.5,Non,2008,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.5,Risque modéré
STU0313,Zineb Alaoui,16.0,F,Tronc Commun,SCH093,14.4,11.6,17.7,11.4,12.9,83.4,3.5,Non,Secondaire,Oui,2023-09-08,13.6,Admis,Lycée Hassan II,Privé,Rural,Tiznit,Souss-Massa,595,60,4.8,Non,1979,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.31,Risque faible
STU0043,Loubna Lahlou,15.0,F,3ème Collège,SCH107,13.5,15.4,14.5,15.6,14.8,68.0,4.8,Oui,Primaire,Oui,2023-09-02,14.76,Admis,Institut Al Kindi,Public,Rural,Khénifra,Béni Mellal-Khénifra,1106,47,4.7,Oui,1993,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.29,Risque faible
STU0785,Adil Alaoui,17.0,M,2ème Bac,SCH069,17.1,17.8,12.8,13.6,14.6,82.6,4.9,Oui,Aucun,Oui,2023-09-17,15.18,Admis,École Secondaire Al Wifaq,Privé,Rural,Essaouira,Marrakech-Safi,383,45,3.1,Partiel,1978,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.23,Risque faible
STU0523,Karim Amrani,14.0,M,3ème Collège,SCH082,8.7,9.4,9.4,8.6,8.4,72.4,2.5,Non,Aucun,Oui,2023-09-18,8.9,Ajourné,École Secondaire Averroès,Privé,Rural,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1063,50,5.2,Partiel,2004,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.49,Risque modéré
STU0673,Lina Alaoui,15.0,F,3ème Collège,SCH101,12.8,10.8,14.6,15.3,11.3,65.8,4.7,Non,Secondaire,Oui,2023-09-17,12.96,Admis,Lycée Ibn Battuta,Privé,Rural,Béni Mellal,Béni Mellal-Khénifra,390,35,4.6,Oui,2000,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.34,Risque faible
STU0877,Chaimae Lahlou,15.0,F,Tronc Commun,SCH134,10.9,15.4,11.1,16.7,13.8,86.7,3.9,Non,Supérieur,Non,2023-09-09,13.58,Admis,Collège Ibn Battuta,Privé,Rural,Taourirt,Oriental,755,30,8.6,Oui,1998,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.29,Risque faible
STU0930,Chaimae Benhaddou,18.0,F,2ème Bac,SCH058,11.1,13.6,13.6,11.4,14.4,68.0,4.2,Non,Primaire,Oui,2023-09-04,12.82,Admis,Institut Ibn Sina,Public,Urbain,Marrakech,Marrakech-Safi,870,30,9.0,Oui,2004,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.36,Risque faible
STU0705,Soukaina Benjelloun,15.0,F,Tronc Commun,SCH012,16.1,16.9,15.0,10.2,14.6,67.4,4.2,Oui,Aucun,Oui,2023-09-06,14.56,Admis,Institut Al Kindi,Privé,Rural,Settat,Casablanca-Settat,524,23,6.3,Oui,1978,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.31,Risque faible
STU0630,Aisha El Idrissi,15.0,F,Tronc Commun,SCH106,10.6,8.6,9.6,7.4,9.5,76.3,1.9,Non,Supérieur,Non,2023-09-17,9.14,Ajourné,Institut Ibn Battuta,Privé,Rural,Béni Mellal,Béni Mellal-Khénifra,549,44,6.6,Non,1987,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.49,Risque modéré
STU0615,Sara Amrani,16.0,F,1ère Bac,SCH115,14.9,11.4,13.9,16.2,11.7,93.6,4.0,Non,Primaire,Oui,2023-09-12,13.62,Admis,École Secondaire Hassan II,Public,Urbain,Fquih Ben Salah,Béni Mellal-Khénifra,1064,20,5.8,Oui,2015,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.26,Risque faible
STU0782,Ilyas Amrani,18.0,M,2ème Bac,SCH061,10.8,15.5,13.2,14.9,15.9,85.2,4.0,Oui,Aucun,Oui,2023-09-07,14.06,Admis,École Secondaire Ibn Battuta,Privé,Urbain,Safi,Marrakech-Safi,379,60,4.9,Non,1996,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.28,Risque faible
STU0660,Mouad Mansouri,16.0,M,Tronc Commun,SCH041,10.7,16.7,18.0,15.6,10.2,74.5,4.1,Oui,Primaire,Oui,2023-09-09,14.24,Admis,Collège Ibn Sina,Public,Rural,Meknès,Fès-Meknès,615,38,8.8,Oui,1997,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.3,Risque faible
STU0609,Nour Benhaddou,15.0,F,3ème Collège,SCH061,15.6,17.6,17.0,16.7,12.8,63.3,6.0,Oui,Primaire,Oui,2023-09-09,15.94,Admis,École Secondaire Ibn Battuta,Privé,Urbain,Safi,Marrakech-Safi,379,60,4.9,Non,1996,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.24,Risque faible
STU0446,Fatima El Idrissi,15.0,F,3ème Collège,SCH132,10.6,15.5,15.0,16.4,16.2,77.8,4.4,Non,Supérieur,Oui,2023-09-06,14.74,Admis,École Secondaire Al Massira,Privé,Rural,Taourirt,Oriental,1060,59,9.1,Non,2012,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.27,Risque faible
STU0273,Houda Lahlou,17.0,F,2ème Bac,SCH101,16.6,14.0,14.6,17.7,14.5,72.4,4.4,Oui,Aucun,Oui,2023-09-07,15.48,Admis,Lycée Ibn Battuta,Privé,Rural,Béni Mellal,Béni Mellal-Khénifra,390,35,4.6,Oui,2000,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.27,Risque faible
STU0909,Nour Benhaddou,17.0,F,1ère Bac,SCH010,15.6,14.9,15.0,14.3,12.1,81.2,4.5,Non,Primaire,Oui,2023-09-19,14.38,Admis,École Secondaire Averroès,Public,Urbain,Settat,Casablanca-Settat,574,19,4.4,Partiel,1995,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.27,Risque faible
STU0520,Hassan Senhaji,15.0,M,3ème Collège,SCH070,10.7,17.0,11.6,13.9,15.6,74.7,4.4,Non,Supérieur,Non,2023-09-17,13.76,Admis,Lycée Atlas,Public,Urbain,Tanger,Tanger-Tétouan-Al Hoceïma,331,30,4.3,Oui,2014,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.31,Risque faible
STU0378,Hamza Zouiten,17.0,M,2ème Bac,SCH001,10.7,14.6,13.2,13.2,14.5,75.3,3.1,Oui,Secondaire,Non,2023-09-18,13.24,Admis,Collège Hassan II,Public,Rural,Casablanca,Casablanca-Settat,442,21,7.4,Partiel,1980,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.35,Risque faible
STU0499,Nour El Ouali,18.0,F,2ème Bac,SCH128,17.9,10.2,10.3,11.2,16.4,74.35,3.8,Oui,Secondaire,Oui,2023-09-18,13.2,Admis,Institut Ibn Sina,Privé,Urbain,Berkane,Oriental,570,49,3.8,Non,1991,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.34,Risque faible
STU0910,Hassan Berrada,16.0,M,Tronc Commun,SCH049,10.3,8.7,7.3,7.1,7.7,58.6,2.0,Non,Aucun,Oui,2023-09-12,8.22,Ajourné,Collège Mohammed V,Privé,Rural,Ifrane,Fès-Meknès,345,60,5.8,Partiel,2009,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.56,Risque modéré
STU0849,Youssef Kettani,17.0,M,2ème Bac,SCH099,13.0,17.4,13.8,14.6,15.9,72.8,4.6,Non,Secondaire,Oui,2023-09-20,14.94,Admis,Collège Moulay Youssef,Privé,Rural,Chtouka,Souss-Massa,746,55,8.3,Oui,2005,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.28,Risque faible
STU0648,Houda Benali,16.0,F,Tronc Commun,SCH088,8.4,9.8,9.2,9.6,10.0,64.4,3.2,Oui,Supérieur,Oui,2023-09-16,9.4,Ajourné,Lycée Al Wifaq,Privé,Rural,Agadir,Souss-Massa,366,40,6.2,Partiel,2015,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.48,Risque modéré
STU0098,Tariq Chraibi,15.0,M,Tronc Commun,SCH016,13.0,15.5,14.3,12.2,14.9,76.1,4.5,Non,Aucun,Non,2023-09-17,13.98,Admis,Collège Al Kindi,Privé,Urbain,Rabat,Rabat-Salé-Kénitra,1080,25,6.5,Partiel,1975,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.29,Risque faible
STU0129,Zineb El Ouali,16.0,F,Tronc Commun,SCH056,8.0,7.0,9.8,9.4,9.2,68.5,3.4,Non,Aucun,Oui,2023-09-12,8.68,Ajourné,Lycée Ibn Battuta,Public,Rural,Marrakech,Marrakech-Safi,724,55,6.7,Partiel,1999,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.48,Risque modéré
STU0545,Khalid Kettani,16.0,M,1ère Bac,SCH082,16.5,15.4,11.8,17.4,13.9,83.1,4.7,Oui,Primaire,Oui,2023-09-03,15.0,Admis,École Secondaire Averroès,Privé,Rural,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1063,50,5.2,Partiel,2004,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.24,Risque faible
STU0380,Hajar El Ouali,18.0,F,2ème Bac,SCH079,17.6,11.7,17.7,14.7,11.1,74.1,6.0,Oui,Secondaire,Non,2023-09-08,14.56,Admis,Institut Hassan II,Privé,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,663,31,5.2,Partiel,1992,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.24,Risque faible
STU0204,Mouad Berrada,18.0,M,2ème Bac,SCH039,17.9,15.3,17.3,14.7,12.1,86.1,4.5,Non,Primaire,Oui,2023-09-08,15.46,Admis,École Secondaire Atlas,Public,Urbain,Fès,Fès-Meknès,433,55,9.4,Oui,2003,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.23,Risque faible
STU0344,Lina Benjelloun,14.0,F,3ème Collège,SCH031,8.5,9.5,7.7,7.7,7.8,64.8,1.6,Non,Secondaire,Oui,2023-09-18,8.24,Ajourné,Lycée Al Massira,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,1182,30,5.6,Partiel,1990,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.55,Risque modéré
